morpheme;type;mode;specificity;perSubject;numbSubject;perObject;numbObject;V-form;V-actions;V-action1;V-action2;t-form;t-actions;t-action1;t-action2;k-form;k-actions;k-action1;k-action2;q-form;q-actions;q-action1;q-action2;SpecificCondOnPrecMorph;sources
jaraangattiguk;tv;freq;sp;2;d;1;d;jaraangattiguk;n;n;;taraangattiguk saraangattiguk;n n;n;;kaangattiguk gaangattiguk;n s;n;;raangattiguk;s;fus;;;?
jaraangamitiguk;tv;freq;sp;3;d;1;d;jaraangamitiguk;n;n;;taraangamitiguk saraangamitiguk;n n;n;;kaangamitiguk gaangamitiguk;n s;n;;raangamitiguk;s;fus;;;?
jaraangaatiguk;tv;freq;sp;4;d;1;d;jaraangaatiguk;n;n;;taraangaatiguk saraangaatiguk;n n;n;;kaangaatiguk gaangaatiguk;n s;n;;raangaatiguk;s;fus;;;?
jaraangassik;tv;freq;sp;1;d;2;d;jaraangassik jaraangattik;n n;n;;taraangassik saraangassik taraangattik saraangattik;n n n n;n;;kaangasiik gaangassik kaangattik gaangattik;n s n s;n;;raangassik raangattik;s s;fus;;;?
jaraangamitik;tv;freq;sp;3;d;2;d;jaraangamitik;n;n;;taraangamitik saraangamitik;n n;n;;kaangamitik gaangamitik;n s;n;;raangamitik;s;fus;;;?
jaraangaatik;tv;freq;sp;4;d;2;d;jaraangaatik;n;n;;taraangaatik saraangaatik;n n;n;;kaangaatik gaangaatik;n s;n;;raangaatik;s;fus;;;?
jaraangaptigik;tv;freq;sp;1;d;3;d;jaraangaptigik;n;n;;taraangaptigik saraangaptigik;n n;n;;kaangaptigik gaangaptigik;n s;n;;raangaptigik;s;fus;;;?
jaraangattikik;tv;freq;sp;2;d;3;d;jaraangattikik;n;n;;taraangattikik saraangattikik;n n;n;;kaangattikik gaangattikik;n s;n;;raangattikik;s;fus;;;?
jaraangamikkik;tv;freq;sp;3;d;3;d;jaraangamikkik;n;n;;taraangamikkik saraangamikkik;n n;n;;kaangamikkik gaangamikkik;n s;n;;raangamikkik;s;fus;;;?
jaraangakkik;tv;freq;sp;4;d;3;d;jaraangakkik;n;n;;taraangakkik saraangakkik;n n;n;;kaangakkik gaangakkik;n s;n;;raangakkik;s;fus;;;?
jaraangattigut;tv;freq;sp;2;d;1;p;jaraangattigut;n;n;;taraangattigut saraangattigut;n n;n;;kaangattigut gaangattigut;n s;n;;raangattigut;s;fus;;;?
jaraangamitigut;tv;freq;sp;3;d;1;p;jaraangamitigut;n;n;;taraangamitigut saraangamitigut;n n;n;;kaangamitigut gaangamitigut;n s;n;;raangamitigut;s;fus;;;?
jaraangaatigut;tv;freq;sp;4;d;1;p;jaraangaatigut;n;n;;taraangaatigut saraangaatigut;n n;n;;kaangaatigut gaangaatigut;n s;n;;raangaatigut;s;fus;;;?
jaraangassi;tv;freq;sp;1;d;2;p;jaraangapsi;n;n;;taraangapsi saraangapsi;n n;n;;kaangapsi gaangapsi;n s;n;;raangapsi;s;fus;;;?
jaraangamisi;tv;freq;sp;3;d;2;p;jaraangamisi;n;n;;taraangamisi saraangamisi;n n;n;;kaangamisi gaangamisi;n s;n;;raangamisi;s;fus;;;?
jaraangaasi;tv;freq;sp;4;d;2;p;jaraangaasi;n;n;;taraangaasi saraangaasi;n n;n;;kaangaasi gaangaasi;n s;n;;raangaasi;s;fus;;;?
jaraangaptigit;tv;freq;sp;1;d;3;p;jaraangaptigit;n;n;;taraangaptigit saraangaptigit;n n;n;;kaangaptigit gaangaptigit;n s;n;;raangaptigit;s;fus;;;?
jaraangattikit;tv;freq;sp;2;d;3;p;jaraangattikit;n;n;;taraangattikit saraangattikit;n n;n;;kaangattikit gaangattikit;n s;n;;raangattikit;s;fus;;;?
jaraangamikkit;tv;freq;sp;3;d;3;p;jaraangamikkit;n;n;;taraangamikkit saraangamikkit;n n;n;;kaangamikkit gaangamikkit;n s;n;;raangamikkit;s;fus;;;?
jaraangakkit;tv;freq;sp;4;d;3;p;jaraangakkit;n;n;;taraangakkit saraangakkit;n n;n;;kaangakkit gaangakkit;n s;n;;raangakkit;s;fus;;;?
jaraangassinga;tv;freq;sp;2;p;1;s;jaraangapsinga;n;n;;taraangapsinga saraangapsinga;n n;n;; kaangapsinga gaangapsinga;n s;n;;raangapsinga;s;fus;;;?
jaraangaminga;tv;freq;sp;3;p;1;s;jaraangaminga;n;n;;taraangaminga saraangaminga;n n;n;;kaangaminga gaangaminga;n s;n;;raangaminga;s;fus;;;?
jaraangaanga;tv;freq;sp;4;p;1;s;jaraangaanga;n;n;;taraangaanga saraangaanga;n n;n;;kaangaanga gaangaanga;n s;n;;raangaanga;s;fus;;;?
jaraangaptigit;tv;freq;sp;1;p;2;s;jaraangaptigit;n;n;;taraangaptigit saraangaptigit;n n;n;;kaangaptigit gaangaptigit;n s;n;;raangaptigit;s;fus;;;?
jaraangamitit;tv;freq;sp;3;p;2;s;jaraangamitit;n;n;;taraangamitit saraangamitit;n n;n;;kaangamitit gaangamitit;n s;n;;raangamitit;s;fus;;;?
jaraangaatit;tv;freq;sp;4;p;2;s;jaraangaatit;n;n;;taraangaatit saraangaatit;n n;n;;kaangaatit gaangaatit;n s;n;;raangaatit;s;fus;;;?
jaraangaptigu;tv;freq;sp;1;p;3;s;jaraangaptigu;n;n;;taraangaptigu saraangaptigu;n n;n;;kaangaptigu gaangaptigu;n s;n;;raangaptigu;s;fus;;;?
jaraangassiuk;tv;freq;sp;2;p;3;s;jaraangapsiuk;n;n;;taraangapsiuk saraangapsiuk;n n;n;;kaangapsiuk gaangapsiuk;n s;n;;raangapsiuk;s;fus;;;?
jaraangamijjuk;tv;freq;sp;3;p;3;s;jaraangamijjuk jaraangamiku;n n;n;;taraangamijjuk saraangamijjuk taraangamiku saraangamiku;n n n n;n;;kaangamijjuk gaangamijjuk kaangamiku gaangamiku;n s n s;n;;raangamijjuk raangamiku;s s;fus;;;?
jaraangajjuk;tv;freq;sp;4;p;3;s;jaraangajjuk;n;n;;taraangajjuk saraangajjuk;n n;n;;kaangajjuk gaangajjuk;n s;n;;raangajjuk;s;fus;;;?
jaraangaptiguk;tv;freq;sp;2;p;1;d;jaraangaptiguk;n;n;;taraangaptiguk saraangaptiguk;n n;n;;kaangaptiguk gaangaptiguk;n s;n;;raangaptiguk;s;fus;;;?
jaraangamitiguk;tv;freq;sp;3;p;1;d;jaraangamitiguk;n;n;;taraangamitiguk saraangamitiguk;n n;n;;kaangamitiguk gaangamitiguk;n s;n;;raangamitiguk;s;fus;;;?
jaraangaatiguk;tv;freq;sp;4;p;1;d;jaraangaatiguk;n;n;;taraangaatiguk saraangaatiguk;n n;n;;kaangaatiguk gaangaatiguk;n s;n;;raangaatiguk;s;fus;;;?
jaraangassik;tv;freq;sp;1;p;2;d;jaraangassik jaraangattik;n n;n;;taraangassik saraangassik taraangattik saraangattik;n n n n;n;;kaangassik gaangassik kaangattik gaangattik;n s n s;n;;raangassik raangattik;s s;fus;;;?
jaraangamitik;tv;freq;sp;3;p;2;d;jaraangamitik;n;n;;taraangamitik saraangamitik;n n;n;;kaangamitik gaangamitik;n s;n;;raangamitik;s;fus;;;?
jaraangaatik;tv;freq;sp;4;p;2;d;jaraangaatik;n;n;;taraangaatik saraangaatik;n n;n;;kaangaatik gaangaatik;n s;n;;raangaatik;s;fus;;;?
jaraangaptigik;tv;freq;sp;1;p;3;d;jaraangaptigik;n;n;;taraangaptigik saraangaptigik;n n;n;;kaangaptigik gaangaptigik;n s;n;;raangaptigik;s;fus;;;?
jaraangassigik;tv;freq;sp;2;p;3;d;jaraangapsigik;n;n;;taraangapsigik saraangapsigik;n n;n;;kaangapsigik gaangapsigik;n s;n;;raangapsigik;s;fus;;;?
jaraangamigik;tv;freq;sp;3;p;3;d;jaraangamigik;n;n;;taraangamigik saraangamigik;n n;n;;kaangamigik gaangamigik;n s;n;;raangamigik;s;fus;;;?
jaraangagik;tv;freq;sp;4;p;3;d;jaraangagik;n;n;;taraangagik saraangagik;n n;n;;kaangagik gaangagik;n s;n;;raangagik;s;fus;;;?
jaraangaptigut;tv;freq;sp;2;p;1;p;jaraangaptigut;n;n;;taraangaptigut saraangaptigut;n n;n;;kaangaptigut gaangaptigut;n s;n;;raangaptigut;s;fus;;;?
jaraangamitigut;tv;freq;sp;3;p;1;p;jaraangamitigut;n;n;;taraangamitigut saraangamitigut;n n;n;;kaangamitigut gaangamitigut;n s;n;;raangamitigut;s;fus;;;?
jaraangaatigut;tv;freq;sp;4;p;1;p;jaraangaatigut;n;n;;taraangaatigut saraangaatigut;n n;n;;kaangaatigut gaangaatigut;n s;n;;raangaatigut;s;fus;;;?
jaraangassi;tv;freq;sp;1;p;2;p;jaraangapsi;n;n;;taraangapsi saraangapsi;n n;n;;kaangapsi gaangapsi;n s;n;;raangapsi;s;fus;;;?
jaraangamisi;tv;freq;sp;3;p;2;p;jaraangamisi;n;n;;taraangamisi saraangamisi;n n;n;;kaangamisi gaangamisi;n s;n;;raangamisi;s;fus;;;?
jaraangaasi;tv;freq;sp;4;p;2;p;jaraangaasi;n;n;;taraangaasi saraangaasi;n n;n;;kaangaasi gaangaasi;n s;n;;raangaasi;s;fus;;;?
jaraangaptigit;tv;freq;sp;1;p;3;p;jaraangaptigit;n;n;;taraangaptigit saraangaptigit;n n;n;;kaangaptigit gaangaptigit;n s;n;;raangaptigit;s;fus;;;?
jaraangapsigit;tv;freq;sp;2;p;3;p;jaraangapsigit;n;n;;taraangapsigit saraangapsigit;n n;n;;kaangapsigit gaangapsigit;n s;n;;raangapsigit;s;fus;;;?
jaraangamigit;tv;freq;sp;3;p;3;p;jaraangamigit;n;n;;taraangamigit saraangamigit;n n;n;;kaangamigit gaangamigit;n s;n;;raangamigit;s;fus;;;?
jaraangagit;tv;freq;sp;4;p;3;p;jaraangagit;n;n;;taraangagit saraangagit;n n;n;;kaangagit gaangagit;n s;n;;raangagit;s;fus;;;?
mangaarma;tv;dub;nsp;1;s;;;mangaarma;i(ng);i(ng);;mangaarma;a;a;;mangaarma;nas;nas;;mangaarma;s;nas;;;?
mangaaqpit;tv;dub;nsp;2;s;;;mangaaqpit;i(ng);i(ng);;mangaaqpit;a;a;;mangaaqpit;nas;nas;;mangaaqpit;s;nas;;;?
mangaarmi;tv;dub;nsp;3;s;;;mangaarmi;i(ng);i(ng);;mangaarmi;a;a;;mangaarmi;nas;nas;;mangaarmi;s;nas;;;?
mangaat;tv;dub;nsp;4;s;;;mangaat mangaaq;i(ng) i(ng);i(ng);;mangaat mangaaq;a a;a;;mangaat mangaaq;nas nas;nas;;mangaat mangaaq;nas nas;nas;;;?
mangaannuk;tv;dub;nsp;1;d;;;mangaannuk;i(ng);i(ng);;mangaannuk;a;a;;mangaannuk;nas;nas;;mangaannuk;nas;nas;;;?
mangaassik;tv;dub;nsp;2;d;;;mangaassik;i(ng);i(ng);;mangaassik;a;a;;mangaassik;nas;nas;;mangaassik;nas;nas;;;?
mangaarmik;tv;dub;nsp;3;d;;;mangaarmik;i(ng);i(ng);;mangaarmik;a;a;;mangaarmik;nas;nas;;mangaarmik;nas;nas;;;?
mangaatik;tv;dub;nsp;4;d;;;mangaatik;i(ng);i(ng);;mangaatik;a;a;;mangaatik;nas;nas;;mangaatik;nas;nas;;;?
mangaatta;tv;dub;nsp;1;p;;;mangaatta;i(ng);i(ng);;mangaatta;a;a;;mangaatta;nas;nas;;mangaatta;nas;nas;;;?
mangaassi;tv;dub;nsp;2;p;;;mangaassi;i(ng);i(ng);;mangaassi;a;a;;mangaassi;nas;nas;;mangaassi;nas;nas;;;?
mangaarmik;tv;dub;nsp;3;p;;;mangaarmik;i(ng);i(ng);;mangaarmik;a;a;;mangaarmik;nas;nas;;mangaarmik;nas;nas;;;?
mangaata;tv;dub;nsp;4;p;;;mangaata;i(ng);i(ng);;mangaata;a;a;;mangaata;nas;nas;;mangaata;nas;nas;;;?
mangaaqpinga;tv;dub;sp;2;s;1;s;mangaaqpinga mangaarma;i(ng) i(ng);i(ng);;mangaaqpinga mangaarma;a a;a;;mangaaqpinga mangaarma;nas nas;nas;;mangaaqpinga mangaarma;nas nas;nas;;;?
mangaarminga;tv;dub;sp;3;s;1;s;mangaarminga;i(ng);i(ng);;mangaarminga;a;a;;mangaarminga;nas;nas;;mangaarminga;nas;nas;;;?
mangaanga;tv;dub;sp;4;s;1;s;mangaanga;i(ng);i(ng);;mangaanga;a;a;;mangaanga;nas;nas;;mangaanga;nas;nas;;;?
mangaakkit;tv;dub;sp;1;s;2;s;mangaakkit;i(ng);i(ng);;mangaakkit;a;a;;mangaakkit;nas;nas;;mangaakkit;nas;nas;;;?
mangaarmitit;tv;dub;sp;3;s;2;s;mangaarmitit;i(ng);i(ng);;mangaarmitit;a;a;;mangaarmitit;nas;nas;;mangaarmitit;nas;nas;;;?
mangaatit;tv;dub;sp;4;s;2;s;mangaatit;i(ng);i(ng);;mangaatit;a;a;;mangaatit;nas;nas;;mangaatit;nas;nas;;;?
mangaakku;tv;dub;sp;1;s;3;s;mangaakku;i(ng);i(ng);;mangaakku;a;a;;mangaakku;nas;nas;;mangaakku;nas;nas;;;?
mangaaqpiuk;tv;dub;sp;2;s;3;s;mangaaqpiuk mangaarni;i(ng) i(ng);i(ng);;mangaaqpiuk mangaarni;a a;a;;mangaaqpiuk mangaarni;nas nas;nas;;mangaaqpiuk mangaarni;nas nas;nas;;;?
mangaarmiuk;tv;dub;sp;3;s;3;s;mangaarmiuk;i(ng);i(ng);;mangaarmiuk;a;a;;mangaarmiuk;nas;nas;;mangaarmiuk;nas;nas;;;?
mangaagu;tv;dub;sp;4;s;3;s;mangaagu;i(ng);i(ng);;mangaagu;a;a;;mangaagu;nas;nas;;mangaagu;nas;nas;;;?
mangaattiguk;tv;dub;sp;2;s;1;d;mangaattiguk;i(ng);i(ng);;mangaattiguk;a;a;;mangaattiguk;nas;nas;;mangaattiguk;nas;nas;;;?
mangaarmitiguk;tv;dub;sp;3;s;1;d;mangaarmitiguk;i(ng);i(ng);;mangaarmitiguk;a;a;;mangaarmitiguk;nas;nas;;mangaarmitiguk;nas;nas;;;?
mangaatiguk;tv;dub;sp;4;s;1;d;mangaatiguk;i(ng);i(ng);;mangaatiguk;a;a;;mangaatiguk;nas;nas;;mangaatiguk;nas;nas;;;?
mangaassik;tv;dub;sp;1;s;2;d;mangaassik;i(ng);i(ng);;mangaassik;a;a;;mangaassik;nas;nas;;mangaassik;nas;nas;;;?
mangaarmitik;tv;dub;sp;3;s;2;d;mangaarmitik;i(ng);i(ng);;mangaarmitik;a;a;;mangaarmitik;nas;nas;;mangaarmitik;nas;nas;;;?
mangaatik;tv;dub;sp;4;s;2;d;mangaatik;i(ng);i(ng);;mangaatik;a;a;;mangaatik;nas;nas;;mangaatik;nas;nas;;;?
mangaakkik;tv;dub;sp;1;s;3;d;mangaakkik;i(ng);i(ng);;mangaakkik;a;a;;mangaakkik;nas;nas;;mangaakkik;nas;nas;;;?
mangaaqpigik;tv;dub;sp;2;s;3;d;mangaaqpigik mangaarni;i(ng) i(ng);i(ng);;mangaaqpigik mangaarni;a a;a;;mangaaqpigik mangaarni;nas nas;nas;;mangaaqpigik mangaarni;nas nas;nas;;;?
mangaarmigik;tv;dub;sp;3;s;3;d;mangaarmigik;i(ng);i(ng);;mangaarmigik;a;a;;mangaarmigik;nas;nas;;mangaarmigik;nas;nas;;;?
mangaagik;tv;dub;sp;4;s;3;d;mangaagik;i(ng);i(ng);;mangaagik;a;a;;mangaagik;nas;nas;;mangaagik;nas;nas;;;?
mangaattigut;tv;dub;sp;2;s;1;p;mangaattigut;i(ng);i(ng);;mangaattigut;a;a;;mangaattigut;nas;nas;;mangaattigut;nas;nas;;;?
mangaarmitigut;tv;dub;sp;3;s;1;p;mangaarmitigut;i(ng);i(ng);;mangaarmitigut;a;a;;mangaarmitigut;nas;nas;;mangaarmitigut;nas;nas;;;?
mangaatigut;tv;dub;sp;4;s;1;p;mangaatigut;i(ng);i(ng);;mangaatigut;a;a;;mangaatigut;nas;nas;;mangaatigut;nas;nas;;;?
mangaassi;tv;dub;sp;1;s;2;p;mangaassi;i(ng);i(ng);;mangaassi;a;a;;mangaassi;nas;nas;;mangaassi;nas;nas;;;?
mangaarmisi;tv;dub;sp;3;s;2;p;mangaarmisi;i(ng);i(ng);;mangaarmisi;a;a;;mangaarmisi;nas;nas;;mangaarmisi;nas;nas;;;?
mangaasi;tv;dub;sp;4;s;2;p;mangaasi;i(ng);i(ng);;mangaasi;a;a;;mangaasi;nas;nas;;mangaasi;nas;nas;;;?
mangaakkit;tv;dub;sp;1;s;3;p;mangaakkit;i(ng);i(ng);;mangaakkit;a;a;;mangaakkit;nas;nas;;mangaakkit;nas;nas;;;?
mangaaqpigit;tv;dub;sp;2;s;3;p;mangaaqpigit mangaarni;i(ng) i(ng);i(ng);;mangaaqpigit mangaarni;a a;a;;mangaaqpigit mangaarni;nas nas;nas;;mangaaqpigit mangaarni;nas nas;nas;;;?
mangaarmigit;tv;dub;sp;3;s;3;p;mangaarmigit;i(ng);i(ng);;mangaarmigit;a;a;;mangaarmigit;nas;nas;;mangaarmigit;nas;nas;;;?
mangaagit;tv;dub;sp;4;s;3;p;mangaagit;i(ng);i(ng);;mangaagit;a;a;;mangaagit;nas;nas;;mangaagit;nas;nas;;;?
mangaattinga;tv;dub;sp;2;d;1;s;mangaattinga;i(ng);i(ng);;mangaattinga;a;a;;mangaattinga;nas;nas;;mangaattinga;nas;nas;;;?
mangaarminga;tv;dub;sp;3;d;1;s;mangaarminga;i(ng);i(ng);;mangaarminga;a;a;;mangaarminga;nas;nas;;mangaarminga;nas;nas;;;?
mangaanga;tv;dub;sp;4;d;1;s;mangaanga;i(ng);i(ng);;mangaanga;a;a;;mangaanga;nas;nas;;mangaanga;nas;nas;;;?
mangaattigit;tv;dub;sp;1;d;2;s;mangaattigit;i(ng);i(ng);;mangaattigit;a;a;;mangaattigit;nas;nas;;mangaattigit;nas;nas;;;?
mangaarmitit;tv;dub;sp;3;d;2;s;mangaarmitit;i(ng);i(ng);;mangaarmitit;a;a;;mangaarmitit;nas;nas;;mangaarmitit;nas;nas;;;?
mangaatit;tv;dub;sp;4;d;2;s;mangaatit;i(ng);i(ng);;mangaatit;a;a;;mangaatit;nas;nas;;mangaatit;nas;nas;;;?
mangaattigu;tv;dub;sp;1;d;3;s;mangaattigu;i(ng);i(ng);;mangaattigu;a;a;;mangaattigu;nas;nas;;mangaattigu;nas;nas;;;?
mangaattiku;tv;dub;sp;2;d;3;s;mangaattiku;i(ng);i(ng);;mangaattiku;a;a;;mangaattiku;nas;nas;;mangaattiku;nas;nas;;;?
mangaarmikku;tv;dub;sp;3;d;3;s;mangaarmikku;i(ng);i(ng);;mangaarmikku;a;a;;mangaarmikku;nas;nas;;mangaarmikku;nas;nas;;;?
mangaakku;tv;dub;sp;4;d;3;s;mangaakku;i(ng);i(ng);;mangaakku;a;a;;mangaakku;nas;nas;;mangaakku;nas;nas;;;?
mangaattiguk;tv;dub;sp;2;d;1;d;mangaattiguk;i(ng);i(ng);;mangaattiguk;a;a;;mangaattiguk;nas;nas;;mangaattiguk;nas;nas;;;?
mangaarmitiguk;tv;dub;sp;3;d;1;d;mangaarmitiguk;i(ng);i(ng);;mangaarmitiguk;a;a;;mangaarmitiguk;nas;nas;;mangaarmitiguk;nas;nas;;;?
mangaatiguk;tv;dub;sp;4;d;1;d;mangaatiguk;i(ng);i(ng);;mangaatiguk;a;a;;mangaatiguk;nas;nas;;mangaatiguk;nas;nas;;;?
mangaassik;tv;dub;sp;1;d;2;d;mangaassik;i(ng);i(ng);;mangaassik;a;a;;mangaassik;nas;nas;;mangaassik;nas;nas;;;?
mangaarmitik;tv;dub;sp;3;d;2;d;mangaarmitik;i(ng);i(ng);;mangaarmitik;a;a;;mangaarmitik;nas;nas;;mangaarmitik;nas;nas;;;?
mangaatik;tv;dub;sp;4;d;2;d;mangaatik;i(ng);i(ng);;mangaatik;a;a;;mangaatik;nas;nas;;mangaatik;nas;nas;;;?
mangaattigik;tv;dub;sp;1;d;3;d;mangaattigik;i(ng);i(ng);;mangaattigik;a;a;;mangaattigik;nas;nas;;mangaattigik;nas;nas;;;?
mangaattikik;tv;dub;sp;2;d;3;d;mangaattikik;i(ng);i(ng);;mangaattikik;a;a;;mangaattikik;nas;nas;;mangaattikik;nas;nas;;;?
mangaarmikkik;tv;dub;sp;3;d;3;d;mangaarmikkik;i(ng);i(ng);;mangaarmikkik;a;a;;mangaarmikkik;nas;nas;;mangaarmikkik;nas;nas;;;?
mangaakkik;tv;dub;sp;4;d;3;d;mangaakkik;i(ng);i(ng);;mangaakkik;a;a;;mangaakkik;nas;nas;;mangaakkik;nas;nas;;;?
mangaattigut;tv;dub;sp;2;d;1;p;mangaattigut;i(ng);i(ng);;mangaattigut;a;a;;mangaattigut;nas;nas;;mangaattigut;nas;nas;;;?
mangaarmitigut;tv;dub;sp;3;d;1;p;mangaarmitigut;i(ng);i(ng);;mangaarmitigut;a;a;;mangaarmitigut;nas;nas;;mangaarmitigut;nas;nas;;;?
mangaatigut;tv;dub;sp;4;d;1;p;mangaatigut;i(ng);i(ng);;mangaatigut;a;a;;mangaatigut;nas;nas;;mangaatigut;nas;nas;;;?
mangaassi;tv;dub;sp;1;d;2;p;mangaassi;i(ng);i(ng);;mangaassi;a;a;;mangaassi;nas;nas;;mangaassi;nas;nas;;;?
mangaarmisi;tv;dub;sp;3;d;2;p;mangaarmisi;i(ng);i(ng);;mangaarmisi;a;a;;mangaarmisi;nas;nas;;mangaarmisi;nas;nas;;;?
mangaasi;tv;dub;sp;4;d;2;p;mangaasi;i(ng);i(ng);;mangaasi;a;a;;mangaasi;nas;nas;;mangaasi;nas;nas;;;?
mangaattigit;tv;dub;sp;1;d;3;p;mangaattigit;i(ng);i(ng);;mangaattigit;a;a;;mangaattigit;nas;nas;;mangaattigit;nas;nas;;;?
mangaattikit;tv;dub;sp;2;d;3;p;mangaattikit;i(ng);i(ng);;mangaattikit;a;a;;mangaattikit;nas;nas;;mangaattikit;nas;nas;;;?
mangaarmikkit;tv;dub;sp;3;d;3;p;mangaarmikkit;i(ng);i(ng);;mangaarmikkit;a;a;;mangaarmikkit;nas;nas;;mangaarmikkit;nas;nas;;;?
mangaakkit;tv;dub;sp;4;d;3;p;mangaakkit;i(ng);i(ng);;mangaakkit;a;a;;mangaakkit;nas;nas;;mangaakkit;nas;nas;;;?
mangaassinga;tv;dub;sp;2;p;1;s;mangaassinga;i(ng);i(ng);;mangaassinga;a;a;;mangaassinga;nas;nas;;mangaassinga;nas;nas;;;?
mangaarminga;tv;dub;sp;3;p;1;s;mangaarminga;i(ng);i(ng);;mangaarminga;a;a;;mangaarminga;nas;nas;;mangaarminga;nas;nas;;;?
mangaanga;tv;dub;sp;4;p;1;s;mangaanga;i(ng);i(ng);;mangaanga;a;a;;mangaanga;nas;nas;;mangaanga;nas;nas;;;?
mangaattigit;tv;dub;sp;1;p;2;s;mangaattigit;i(ng);i(ng);;mangaattigit;a;a;;mangaattigit;nas;nas;;mangaattigit;nas;nas;;;?
mangaarmitit;tv;dub;sp;3;p;2;s;mangaarmitit;i(ng);i(ng);;mangaarmitit;a;a;;mangaarmitit;nas;nas;;mangaarmitit;nas;nas;;;?
mangaatit;tv;dub;sp;4;p;2;s;mangaatit;i(ng);i(ng);;mangaatit;a;a;;mangaatit;nas;nas;;mangaatit;nas;nas;;;?
mangaattigu;tv;dub;sp;1;p;3;s;mangaattigu;i(ng);i(ng);;mangaattigu;a;a;;mangaattigu;nas;nas;;mangaattigu;nas;nas;;;?
mangaassiuk;tv;dub;sp;2;p;3;s;mangaassiuk;i(ng);i(ng);;mangaassiuk;a;a;;mangaassiuk;nas;nas;;mangaassiuk;nas;nas;;;?
mangaarmijjuk;tv;dub;sp;3;p;3;s;mangaarmijjuk;i(ng);i(ng);;mangaarmijjuk;a;a;;mangaarmijjuk;nas;nas;;mangaarmijjuk;nas;nas;;;?
mangaajjuk;tv;dub;sp;4;p;3;s;mangaajjuk;i(ng);i(ng);;mangaajjuk;a;a;;mangaajjuk;nas;nas;;mangaajjuk;nas;nas;;;?
mangaattiguk;tv;dub;sp;2;p;1;d;mangaattiguk;i(ng);i(ng);;mangaattiguk;a;a;;mangaattiguk;nas;nas;;mangaattiguk;nas;nas;;;?
mangaarmitiguk;tv;dub;sp;3;p;1;d;mangaarmitiguk;i(ng);i(ng);;mangaarmitiguk;a;a;;mangaarmitiguk;nas;nas;;mangaarmitiguk;nas;nas;;;?
mangaatiguk;tv;dub;sp;4;p;1;d;mangaatiguk;i(ng);i(ng);;mangaatiguk;a;a;;mangaatiguk;nas;nas;;mangaatiguk;nas;nas;;;?
mangaassik;tv;dub;sp;1;p;2;d;mangaassik;i(ng);i(ng);;mangaassik;a;a;;mangaassik;nas;nas;;mangaassik;nas;nas;;;?
mangaarmitik;tv;dub;sp;3;p;2;d;mangaarmitik;i(ng);i(ng);;mangaarmitik;a;a;;mangaarmitik;nas;nas;;mangaarmitik;nas;nas;;;?
mangaatik;tv;dub;sp;4;p;2;d;mangaatik;i(ng);i(ng);;mangaatik;a;a;;mangaatik;nas;nas;;mangaatik;nas;nas;;;?
mangaattigik;tv;dub;sp;1;p;3;d;mangaattigik;i(ng);i(ng);;mangaattigik;a;a;;mangaattigik;nas;nas;;mangaattigik;nas;nas;;;?
mangaassigik;tv;dub;sp;2;p;3;d;mangaassigik;i(ng);i(ng);;mangaassigik;a;a;;mangaassigik;nas;nas;;mangaassigik;nas;nas;;;?
mangaarmigik;tv;dub;sp;3;p;3;d;mangaarmigik;i(ng);i(ng);;mangaarmigik;a;a;;mangaarmigik;nas;nas;;mangaarmigik;nas;nas;;;?
mangaagik;tv;dub;sp;4;p;3;d;mangaagik;i(ng);i(ng);;mangaagik;a;a;;mangaagik;nas;nas;;mangaagik;nas;nas;;;?
mangaattigut;tv;dub;sp;2;p;1;p;mangaattigut;i(ng);i(ng);;mangaattigut;a;a;;mangaattigut;nas;nas;;mangaattigut;nas;nas;;;?
mangaarmitigut;tv;dub;sp;3;p;1;p;mangaarmitigut;i(ng);i(ng);;mangaarmitigut;a;a;;mangaarmitigut;nas;nas;;mangaarmitigut;nas;nas;;;?
mangaatigut;tv;dub;sp;4;p;1;p;mangaatigut;i(ng);i(ng);;mangaatigut;a;a;;mangaatigut;nas;nas;;mangaatigut;nas;nas;;;?
mangaassi;tv;dub;sp;1;p;2;p;mangaassi;i(ng);i(ng);;mangaassi;a;a;;mangaassi;nas;nas;;mangaassi;nas;nas;;;?
mangaarmisi;tv;dub;sp;3;p;2;p;mangaarmisi;i(ng);i(ng);;mangaarmisi;a;a;;mangaarmisi;nas;nas;;mangaarmisi;nas;nas;;;?
mangaasi;tv;dub;sp;4;p;2;p;mangaasi;i(ng);i(ng);;mangaasi;a;a;;mangaasi;nas;nas;;mangaasi;nas;nas;;;?
mangaattigit;tv;dub;sp;1;p;3;p;mangaattigit;i(ng);i(ng);;mangaattigit;a;a;;mangaattigit;nas;nas;;mangaattigit;nas;nas;;;?
mangaassigit;tv;dub;sp;2;p;3;p;mangaassigit;i(ng);i(ng);;mangaassigit;a;a;;mangaassigit;nas;nas;;mangaassigit;nas;nas;;;?
mangaarmigit;tv;dub;sp;3;p;3;p;mangaarmigit;i(ng);i(ng);;mangaarmigit;a;a;;mangaarmigit;nas;nas;;mangaarmigit;nas;nas;;;?
mangaagit;tv;dub;sp;4;p;3;p;mangaagit;i(ng);i(ng);;mangaagit;a;a;;mangaagit;nas;nas;;mangaagit;nas;nas;;;?
